PeakID (cmd=annotatePeaks.pl ATAC-H3K27me3_subtracted.bed Gallus_gallus.GRCg6a.dna.toplevel.fa -gtf GalGal6_protein_coding.gtf -gid)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ATAC_R1.mLb.clN_peak_59719	8	22934726	22934928	+	101	NA	Intergenic	Intergenic	-26717	ENSGALG00000010494	ENSGALG00000010494	ENSGALT00000017089			SLC5A9			protein_coding
ATAC_R1.mLb.clN_peak_18928	15	3367820	3368073	+	101	NA	intron (ENSGALG00000002557, intron 21 of 24)	protein_coding-intron (ENSGALG00000002557, intron 22 of 25)	105675	ENSGALG00000002557	ENSGALG00000002557	ENSGALT00000050491			GPR133			protein_coding
ATAC_R1.mLb.clN_peak_61606	9	18793891	18794192	+	101	NA	intron (ENSGALG00000023670, intron 1 of 14)	protein_coding-intron (ENSGALG00000023670, intron 1 of 13)	30944	ENSGALG00000023670	ENSGALG00000023670	ENSGALT00000059348			NAALADL2			protein_coding
ATAC_R1.mLb.clN_peak_25580	2	75403959	75404420	+	101	NA	intron (ENSGALG00000012952, intron 1 of 1)	protein_coding-intron (ENSGALG00000012952, intron 1 of 1)	-40553	ENSGALG00000012952	ENSGALG00000012952	ENSGALT00000021124			BASP1			protein_coding
ATAC_R1.mLb.clN_peak_3964	1	56067801	56068439	+	101	NA	intron (ENSGALG00000012792, intron 2 of 14)	protein_coding-intron (ENSGALG00000012792, intron 2 of 14)	45480	ENSGALG00000012792	ENSGALG00000012792	ENSGALT00000098874			HIPK2			protein_coding
ATAC_R1.mLb.clN_peak_28553	2	116980780	116981280	+	101	NA	intron (ENSGALG00000043033, intron 6 of 16)	protein_coding-intron (ENSGALG00000043033, intron 7 of 17)	25415	ENSGALG00000043033	ENSGALG00000043033	ENSGALT00000076788			EYA1			protein_coding
ATAC_R1.mLb.clN_peak_37661	3	63876539	63876876	+	101	NA	Intergenic	Intergenic	-5464	ENSGALG00000014962	ENSGALG00000014962	ENSGALT00000024129			CALHM6			protein_coding
ATAC_R1.mLb.clN_peak_23988	2	44593069	44593861	+	101	NA	intron (ENSGALG00000035630, intron 2 of 15)	protein_coding-intron (ENSGALG00000035630, intron 1 of 14)	22240	ENSGALG00000035630	ENSGALG00000035630	ENSGALT00000048381			UBP1			protein_coding
ATAC_R1.mLb.clN_peak_8890	1	138789149	138789302	+	101	NA	Intergenic	Intergenic	-13953	ENSGALG00000016828	ENSGALG00000016828	ENSGALT00000027169			GRTP1			protein_coding
ATAC_R1.mLb.clN_peak_46963	4	76361960	76362366	+	101	NA	intron (ENSGALG00000014485, intron 5 of 7)	protein_coding-intron (ENSGALG00000014485, intron 6 of 8)	-80170	ENSGALG00000014486	ENSGALG00000014486	ENSGALT00000079905			TAPT1			protein_coding
ATAC_R1.mLb.clN_peak_64473	Z	37941903	37942234	+	101	NA	Intergenic	Intergenic	-5846	ENSGALG00000015179	ENSGALG00000015179	ENSGALT00000024494			CEP78			protein_coding
ATAC_R1.mLb.clN_peak_34003	3	17949478	17950155	+	101	NA	Intergenic	Intergenic	-8321	ENSGALG00000009392	ENSGALG00000009392	ENSGALT00000015302			TLR5			protein_coding
ATAC_R1.mLb.clN_peak_24220	2	47956505	47956845	+	101	NA	intron (ENSGALG00000037669, intron 1 of 9)	protein_coding-intron (ENSGALG00000037669, intron 1 of 9)	949	ENSGALG00000037669	ENSGALG00000037669	ENSGALT00000052026			FKBP9			protein_coding
ATAC_R1.mLb.clN_peak_62545	Z	2263606	2263797	+	101	NA	intron (ENSGALG00000032749, intron 1 of 8)	protein_coding-intron (ENSGALG00000032749, intron 1 of 8)	1699	ENSGALG00000032749	ENSGALG00000032749	ENSGALT00000064381						protein_coding
ATAC_R1.mLb.clN_peak_34675	3	26489905	26490205	+	101	NA	intron (ENSGALG00000010000, intron 2 of 14)	protein_coding-intron (ENSGALG00000010000, intron 2 of 14)	-142911	ENSGALG00000047946	ENSGALG00000047946	ENSGALT00000105633						protein_coding
ATAC_R1.mLb.clN_peak_21356	2	8394476	8394938	+	101	NA	Intergenic	Intergenic	-107422	ENSGALG00000006387	ENSGALG00000006387	ENSGALT00000010315			RNF32			protein_coding
ATAC_R1.mLb.clN_peak_18974	15	3879377	3879731	+	101	NA	intron (ENSGALG00000002671, intron 3 of 8)	protein_coding-intron (ENSGALG00000002671, intron 3 of 8)	81763	ENSGALG00000002671	ENSGALG00000002671	ENSGALT00000004206						protein_coding
ATAC_R1.mLb.clN_peak_48428	5	5523043	5523194	+	101	NA	Intergenic	Intergenic	-45347	ENSGALG00000012121	ENSGALG00000012121	ENSGALT00000040104						protein_coding
ATAC_R1.mLb.clN_peak_20190	18	6463865	6464717	+	101	NA	Intergenic	Intergenic	99184	ENSGALG00000003227	ENSGALG00000003227	ENSGALT00000099188			RAB11FIP4			protein_coding
ATAC_R1.mLb.clN_peak_55444	7	3449584	3449814	+	101	NA	intron (ENSGALG00000003126, intron 1 of 26)	protein_coding-intron (ENSGALG00000003126, intron 1 of 26)	-119443	ENSGALG00000003126	ENSGALG00000003126	ENSGALT00000088706			ERBB4			protein_coding
ATAC_R1.mLb.clN_peak_12973	10	11427649	11428083	+	101	NA	intron (ENSGALG00000005992, intron 1 of 18)	protein_coding-intron (ENSGALG00000005992, intron 1 of 18)	30425	ENSGALG00000005992	ENSGALG00000005992	ENSGALT00000060009			PDE8A			protein_coding
ATAC_R1.mLb.clN_peak_2455	1	34280248	34280663	+	101	NA	Intergenic	Intergenic	-43875	ENSGALG00000009875	ENSGALG00000009875	ENSGALT00000016055			HMGA2			protein_coding
ATAC_R1.mLb.clN_peak_33566	3	9101543	9101767	+	101	NA	intron (ENSGALG00000009034, intron 6 of 11)	protein_coding-intron (ENSGALG00000009034, intron 7 of 12)	10269	ENSGALG00000009034	ENSGALG00000009034	ENSGALT00000014702			ALK			protein_coding
ATAC_R1.mLb.clN_peak_32911	27	6864553	6864912	+	101	NA	intron (ENSGALG00000039299, intron 2 of 6)	protein_coding-intron (ENSGALG00000039299, intron 2 of 6)	5965	ENSGALG00000039299	ENSGALG00000039299	ENSGALT00000065627			LASP1			protein_coding
ATAC_R1.mLb.clN_peak_24791	2	58900437	58901064	+	101	NA	Intergenic	Intergenic	-8949	ENSGALG00000036497	ENSGALG00000036497	ENSGALT00000079692			SOX4			protein_coding
ATAC_R1.mLb.clN_peak_4440	1	63071725	63072073	+	101	NA	Intergenic	Intergenic	-7158	ENSGALG00000013091	ENSGALG00000013091	ENSGALT00000021369			EPS8			protein_coding
ATAC_R1.mLb.clN_peak_16726	13	5113407	5113775	+	101	NA	intron (ENSGALG00000001916, intron 5 of 36)	protein_coding-intron (ENSGALG00000001916, intron 5 of 36)	159764	ENSGALG00000001916	ENSGALG00000001916	ENSGALT00000002967			SLIT3			protein_coding
ATAC_R1.mLb.clN_peak_58081	8	2147463	2147853	+	100	NA	Intergenic	Intergenic	-78581	ENSGALG00000002182	ENSGALG00000002182	ENSGALT00000053416			NR5A2			protein_coding
ATAC_R1.mLb.clN_peak_28532	2	116704823	116705224	+	100	NA	Intergenic	Intergenic	44919	ENSGALG00000041112	ENSGALG00000041112	ENSGALT00000059456			TRAM1			protein_coding
ATAC_R1.mLb.clN_peak_17713	13	18958865	18959835	+	100	NA	Intergenic	Intergenic	9402	ENSGALG00000007669	ENSGALG00000007669	ENSGALT00000012431			EGR1			protein_coding
ATAC_R1.mLb.clN_peak_23882	2	42828735	42829184	+	100	NA	Intergenic	Intergenic	-4476	ENSGALG00000035623	ENSGALG00000035623	ENSGALT00000048524			LIMD1			protein_coding
ATAC_R1.mLb.clN_peak_41568	4	4294062	4294553	+	100	NA	Intergenic	Intergenic	-9137	ENSGALG00000006393	ENSGALG00000006393	ENSGALT00000010323						protein_coding
ATAC_R1.mLb.clN_peak_14688	11	15428805	15428983	+	100	NA	Intergenic	Intergenic	-10847	ENSGALG00000032679	ENSGALG00000032679	ENSGALT00000068424			GCSH			protein_coding
ATAC_R1.mLb.clN_peak_19671	17	7392761	7393032	+	100	NA	intron (ENSGALG00000002699, intron 2 of 27)	protein_coding-intron (ENSGALG00000002699, intron 2 of 26)	-49331	ENSGALG00000002855	ENSGALG00000002855	ENSGALT00000076139			SARDH			protein_coding
ATAC_R1.mLb.clN_peak_5384	1	80975815	80976113	+	100	NA	Intergenic	Intergenic	-3090	ENSGALG00000014997	ENSGALG00000014997	ENSGALT00000024185			PLA1A			protein_coding
ATAC_R1.mLb.clN_peak_58391	8	5569868	5570225	+	100	NA	Intergenic	Intergenic	29410	ENSGALG00000003424	ENSGALG00000003424	ENSGALT00000005411			LMX1A			protein_coding
ATAC_R1.mLb.clN_peak_13929	11	7049966	7050655	+	100	NA	Intergenic	Intergenic	11191	ENSGALG00000042664	ENSGALG00000042664	ENSGALT00000066199			CBLN1			protein_coding
ATAC_R1.mLb.clN_peak_21713	2	12972855	12973155	+	100	NA	intron (ENSGALG00000007076, intron 1 of 9)	protein_coding-intron (ENSGALG00000007076, intron 1 of 9)	19697	ENSGALG00000007076	ENSGALG00000007076	ENSGALT00000064833			CCNY			protein_coding
ATAC_R1.mLb.clN_peak_28173	2	111932245	111932674	+	100	NA	Intergenic	Intergenic	29045	ENSGALG00000035065	ENSGALG00000035065	ENSGALT00000070364			FAM110B			protein_coding
ATAC_R1.mLb.clN_peak_63902	Z	25830270	25830818	+	100	NA	Intergenic	Intergenic	-35063	ENSGALG00000010158	ENSGALG00000010158	ENSGALT00000052552			KANK1			protein_coding
ATAC_R1.mLb.clN_peak_43967	4	37693669	37694379	+	100	NA	Intergenic	Intergenic	13093	ENSGALG00000010526	ENSGALG00000010526	ENSGALT00000086076			OSTC			protein_coding
ATAC_R1.mLb.clN_peak_55242	7	282591	283184	+	100	NA	Intergenic	Intergenic	30539	ENSGALG00000039458	ENSGALG00000039458	ENSGALT00000066640			GDF8			protein_coding
ATAC_R1.mLb.clN_peak_58643	8	10944301	10945025	+	100	NA	intron (ENSGALG00000031129, intron 88 of 102)	protein_coding-intron (ENSGALG00000031129, intron 89 of 103)	-45990	ENSGALG00000053885	ENSGALG00000053885	ENSGALT00000091630						protein_coding
ATAC_R1.mLb.clN_peak_12415	10	5928289	5928479	+	100	NA	intron (ENSGALG00000003802, intron 1 of 14)	protein_coding-intron (ENSGALG00000003802, intron 1 of 14)	2295	ENSGALG00000003802	ENSGALG00000003802	ENSGALT00000091453			OTUD7A			protein_coding
ATAC_R1.mLb.clN_peak_33967	3	17260406	17261024	+	100	NA	Intergenic	Intergenic	-2359	ENSGALG00000009253	ENSGALG00000009253	ENSGALT00000015061			SDE2			protein_coding
ATAC_R1.mLb.clN_peak_25892	2	79695915	79696458	+	100	NA	Intergenic	Intergenic	61117	ENSGALG00000013061	ENSGALG00000013061	ENSGALT00000101704			PAPD7			protein_coding
ATAC_R1.mLb.clN_peak_36849	3	53911060	53911600	+	100	NA	Intergenic	Intergenic	-148337	ENSGALG00000013818	ENSGALG00000013818	ENSGALT00000022425			CITED2			protein_coding
ATAC_R1.mLb.clN_peak_54461	6	26538684	26538919	+	100	NA	Intergenic	Intergenic	123013	ENSGALG00000008523	ENSGALG00000008523	ENSGALT00000013886			XPNPEP1			protein_coding
ATAC_R1.mLb.clN_peak_57630	7	32419992	32420339	+	100	NA	intron (ENSGALG00000012407, intron 1 of 89)	protein_coding-intron (ENSGALG00000012407, intron 1 of 88)	8074	ENSGALG00000012407	ENSGALG00000012407	ENSGALT00000079809			LRP1B			protein_coding
ATAC_R1.mLb.clN_peak_13905	11	6876724	6877024	+	100	NA	intron (ENSGALG00000003891, intron 8 of 8)	protein_coding-intron (ENSGALG00000003891, intron 8 of 8)	-162245	ENSGALG00000042664	ENSGALG00000042664	ENSGALT00000066199			CBLN1			protein_coding
ATAC_R1.mLb.clN_peak_12578	10	7892976	7893561	+	100	NA	intron (ENSGALG00000004304, intron 4 of 16)	protein_coding-intron (ENSGALG00000004304, intron 4 of 16)	-84998	ENSGALG00000004294	ENSGALG00000004294	ENSGALT00000006837			CGNL1			protein_coding
ATAC_R1.mLb.clN_peak_53694	6	16536110	16536427	+	100	NA	Intergenic	Intergenic	-22242	ENSGALG00000005107	ENSGALG00000005107	ENSGALT00000008188						protein_coding
ATAC_R1.mLb.clN_peak_51924	5	48393879	48394191	+	100	NA	Intergenic	Intergenic	17700	ENSGALG00000011166	ENSGALG00000011166	ENSGALT00000018206						protein_coding
ATAC_R1.mLb.clN_peak_37946	3	67681640	67681894	+	100	NA	intron (ENSGALG00000049020, intron 1 of 2)	protein_coding-intron (ENSGALG00000049020, intron 1 of 2)	5880	ENSGALG00000049020	ENSGALG00000049020	ENSGALT00000107111						protein_coding
ATAC_R1.mLb.clN_peak_55638	7	8272159	8272386	+	99	NA	intron (ENSGALG00000007759, intron 4 of 9)	protein_coding-intron (ENSGALG00000007759, intron 4 of 9)	55913	ENSGALG00000007759	ENSGALG00000007759	ENSGALT00000012579			TMEFF2			protein_coding
ATAC_R1.mLb.clN_peak_28246	2	113035529	113036085	+	99	NA	Intergenic	Intergenic	120464	ENSGALG00000041080	ENSGALG00000041080	ENSGALT00000047494			CHD7			protein_coding
ATAC_R1.mLb.clN_peak_20674	19	7225906	7226206	+	99	NA	Intergenic	Intergenic	-2121	ENSGALG00000040380	ENSGALG00000040380	ENSGALT00000065549			RAD51C			protein_coding
ATAC_R1.mLb.clN_peak_48986	5	12802162	12802349	+	99	NA	intron (ENSGALG00000006355, intron 1 of 5)	protein_coding-intron (ENSGALG00000006355, intron 1 of 5)	1220	ENSGALG00000006355	ENSGALG00000006355	ENSGALT00000010272			SPTY2D1			protein_coding
ATAC_R1.mLb.clN_peak_37227	3	59000800	59001094	+	99	NA	intron (ENSGALG00000037423, intron 14 of 29)	protein_coding-intron (ENSGALG00000037423, intron 14 of 29)	-51796	ENSGALG00000014821	ENSGALG00000014821	ENSGALT00000075560			THEMIS			protein_coding
ATAC_R1.mLb.clN_peak_7029	1	110300584	110300839	+	99	NA	Intergenic	Intergenic	-23867	ENSGALG00000016144	ENSGALG00000016144	ENSGALT00000026003			TMPRSS2			protein_coding
ATAC_R1.mLb.clN_peak_56084	7	14618994	14619205	+	99	NA	Intergenic	Intergenic	-44798	ENSGALG00000020793	ENSGALG00000020793	ENSGALT00000100301			UBE2E3			protein_coding
ATAC_R1.mLb.clN_peak_26526	2	89587423	89587986	+	99	NA	Intergenic	Intergenic	109654	ENSGALG00000013569	ENSGALG00000013569	ENSGALT00000022088			SEC61B			protein_coding
ATAC_R1.mLb.clN_peak_49163	5	15631692	15632037	+	99	NA	intron (ENSGALG00000006837, intron 5 of 10)	protein_coding-intron (ENSGALG00000006837, intron 2 of 7)	239070	ENSGALG00000006837	ENSGALG00000006837	ENSGALT00000011062			TSPAN4			protein_coding
ATAC_R1.mLb.clN_peak_10995	1	179891894	179892342	+	99	NA	intron (ENSGALG00000017126, intron 1 of 11)	protein_coding-intron (ENSGALG00000017126, intron 1 of 11)	8121	ENSGALG00000017126	ENSGALG00000017126	ENSGALT00000070093			ZDHHC20			protein_coding
ATAC_R1.mLb.clN_peak_16523	13	2624321	2624734	+	99	NA	intron (ENSGALG00000028565, intron 3 of 3)	protein_coding-intron (ENSGALG00000028565, intron 3 of 3)	21926	ENSGALG00000053457	ENSGALG00000053457	ENSGALT00000095669			PCDHGC5			protein_coding
ATAC_R1.mLb.clN_peak_19635	17	6560190	6560471	+	99	NA	intron (ENSGALG00000003712, intron 11 of 25)	protein_coding-intron (ENSGALG00000003712, intron 10 of 22)	-23082	ENSGALG00000003732	ENSGALG00000003732	ENSGALT00000005921			UCK1			protein_coding
ATAC_R1.mLb.clN_peak_40874	3	109742151	109742666	+	99	NA	intron (ENSGALG00000016709, intron 1 of 3)	protein_coding-intron (ENSGALG00000016709, intron 1 of 3)	35050	ENSGALG00000016709	ENSGALG00000016709	ENSGALT00000026965			RCAN2			protein_coding
ATAC_R1.mLb.clN_peak_18847	15	2311959	2312619	+	99	NA	Intergenic	Intergenic	-154307	ENSGALG00000054877	ENSGALG00000054877	ENSGALT00000096533						protein_coding
ATAC_R1.mLb.clN_peak_22023	2	17835489	17835828	+	99	NA	intron (ENSGALG00000007914, intron 1 of 12)	protein_coding-intron (ENSGALG00000007914, intron 1 of 11)	-8942	ENSGALG00000007914	ENSGALG00000007914	ENSGALT00000103797			DNAJC1			protein_coding
ATAC_R1.mLb.clN_peak_6814	1	107351344	107352510	+	99	NA	Intergenic	Intergenic	28176	ENSGALG00000016020	ENSGALG00000016020	ENSGALT00000059588			CLIC6			protein_coding
ATAC_R1.mLb.clN_peak_43290	4	29171026	29171683	+	99	NA	Intergenic	Intergenic	-24477	ENSGALG00000032957	ENSGALG00000032957	ENSGALT00000053885			NOCT			protein_coding
ATAC_R1.mLb.clN_peak_24546	2	54410454	54410924	+	99	NA	intron (ENSGALG00000043006, intron 1 of 9)	protein_coding-intron (ENSGALG00000043006, intron 1 of 9)	845	ENSGALG00000043006	ENSGALG00000043006	ENSGALT00000079713			PDIA4			protein_coding
ATAC_R1.mLb.clN_peak_29887	2	136008294	136009378	+	98	NA	intron (ENSGALG00000039013, intron 1 of 4)	protein_coding-intron (ENSGALG00000039013, intron 1 of 4)	27837	ENSGALG00000048802	ENSGALG00000048802	ENSGALT00000104581						protein_coding
ATAC_R1.mLb.clN_peak_24271	2	48434983	48435227	+	98	NA	intron (ENSGALG00000036390, intron 2 of 4)	protein_coding-intron (ENSGALG00000036390, intron 3 of 5)	8252	ENSGALG00000036390	ENSGALG00000036390	ENSGALT00000062173			PPP1R17			protein_coding
ATAC_R1.mLb.clN_peak_24642	2	56372020	56372270	+	98	NA	Intergenic	Intergenic	-30855	ENSGALG00000031754	ENSGALG00000031754	ENSGALT00000080410			KCNG2			protein_coding
ATAC_R1.mLb.clN_peak_20741	19	8559818	8560164	+	98	NA	intron (ENSGALG00000005420, intron 4 of 11)	protein_coding-intron (ENSGALG00000005420, intron 4 of 11)	12746	ENSGALG00000005420	ENSGALG00000005420	ENSGALT00000008707			AATF			protein_coding
ATAC_R1.mLb.clN_peak_49739	5	23344193	23344568	+	98	NA	Intergenic	Intergenic	-4188	ENSGALG00000008181	ENSGALG00000008181	ENSGALT00000052160			MADD			protein_coding
ATAC_R1.mLb.clN_peak_31513	20	13761892	13762321	+	98	NA	Intergenic	Intergenic	24102	ENSGALG00000008015	ENSGALG00000008015	ENSGALT00000013007			UBE2V1			protein_coding
ATAC_R1.mLb.clN_peak_37199	3	58656558	58656691	+	98	NA	intron (ENSGALG00000037423, intron 1 of 29)	protein_coding-intron (ENSGALG00000037423, intron 1 of 29)	10789	ENSGALG00000037423	ENSGALG00000037423	ENSGALT00000074459			PTPRK			protein_coding
ATAC_R1.mLb.clN_peak_15826	12	11269330	11269704	+	98	NA	Intergenic	Intergenic	-48752	ENSGALG00000006425	ENSGALG00000006425	ENSGALT00000094444			SLC6A6			protein_coding
ATAC_R1.mLb.clN_peak_5830	1	90093763	90094178	+	98	NA	Intergenic	Intergenic	20448	ENSGALG00000015402	ENSGALG00000015402	ENSGALT00000024843			C3orf38			protein_coding
ATAC_R1.mLb.clN_peak_27148	2	98551337	98551584	+	98	NA	intron (ENSGALG00000008405, intron 1 of 9)	protein_coding-intron (ENSGALG00000008405, intron 1 of 9)	7834	ENSGALG00000008405	ENSGALG00000008405	ENSGALT00000068679			RALBP1			protein_coding
ATAC_R1.mLb.clN_peak_10874	1	178313397	178313595	+	98	NA	intron (ENSGALG00000017106, intron 33 of 36)	protein_coding-intron (ENSGALG00000017106, intron 33 of 36)	64057	ENSGALG00000043035	ENSGALG00000043035	ENSGALT00000047717			SHISA2			protein_coding
ATAC_R1.mLb.clN_peak_29972	2	137856326	137856711	+	98	NA	Intergenic	Intergenic	-20843	ENSGALG00000043827	ENSGALG00000043827	ENSGALT00000052988			ZHX2			protein_coding
ATAC_R1.mLb.clN_peak_17576	13	16386352	16386942	+	98	NA	Intergenic	Intergenic	-5831	ENSGALG00000006371	ENSGALG00000006371	ENSGALT00000010296			C5orf24			protein_coding
ATAC_R1.mLb.clN_peak_49028	5	13564301	13564568	+	98	NA	intron (ENSGALG00000037138, intron 12 of 16)	protein_coding-intron (ENSGALG00000037138, intron 11 of 15)	-167762	ENSGALG00000006454	ENSGALG00000006454	ENSGALT00000010421			SLC22A18			protein_coding
ATAC_R1.mLb.clN_peak_61402	9	16134189	16134589	+	98	NA	Intergenic	Intergenic	-3546	ENSGALG00000008537	ENSGALG00000008537	ENSGALT00000039784			EPHB3			protein_coding
ATAC_R1.mLb.clN_peak_59202	8	16705576	16705938	+	98	NA	intron (ENSGALG00000038776, intron 1 of 6)	protein_coding-intron (ENSGALG00000038776, intron 1 of 6)	1920	ENSGALG00000038776	ENSGALG00000038776	ENSGALT00000050373			SYDE2			protein_coding
ATAC_R1.mLb.clN_peak_3691	1	51037386	51037683	+	98	NA	Intergenic	Intergenic	-7042	ENSGALG00000041823	ENSGALG00000041823	ENSGALT00000079542			PICK1			protein_coding
ATAC_R1.mLb.clN_peak_39642	3	91755939	91756228	+	98	NA	Intergenic	Intergenic	27241	ENSGALG00000016361	ENSGALG00000016361	ENSGALT00000026392			FAM110C			protein_coding
ATAC_R1.mLb.clN_peak_28810	2	120681348	120681641	+	98	NA	Intergenic	Intergenic	-14293	ENSGALG00000035031	ENSGALG00000035031	ENSGALT00000091726			HEY1			protein_coding
ATAC_R1.mLb.clN_peak_49626	5	22090342	22091006	+	98	NA	Intergenic	Intergenic	-19463	ENSGALG00000032584	ENSGALG00000032584	ENSGALT00000066583			ALX4			protein_coding
ATAC_R1.mLb.clN_peak_64144	Z	32667137	32667858	+	98	NA	intron (ENSGALG00000015101, intron 1 of 5)	protein_coding-intron (ENSGALG00000015101, intron 2 of 6)	-76393	ENSGALG00000015101	ENSGALG00000015101	ENSGALT00000051957			BNC2			protein_coding
ATAC_R1.mLb.clN_peak_21816	2	14960234	14960654	+	98	NA	Intergenic	Intergenic	48943	ENSGALG00000007351	ENSGALG00000007351	ENSGALT00000011888			MTPAP			protein_coding
ATAC_R1.mLb.clN_peak_57141	7	26797957	26798857	+	97	NA	Intergenic	Intergenic	-25657	ENSGALG00000011689	ENSGALG00000011689	ENSGALT00000019110			PDIA5			protein_coding
ATAC_R1.mLb.clN_peak_26470	2	88653333	88653724	+	97	NA	Intergenic	Intergenic	-31258	ENSGALG00000013212	ENSGALG00000013212	ENSGALT00000021584						protein_coding
ATAC_R1.mLb.clN_peak_19192	15	8106262	8106646	+	97	NA	intron (ENSGALG00000005808, intron 1 of 8)	protein_coding-intron (ENSGALG00000005808, intron 1 of 8)	4801	ENSGALG00000005808	ENSGALG00000005808	ENSGALT00000009327			KREMEN1			protein_coding
ATAC_R1.mLb.clN_peak_17646	13	17721790	17722115	+	97	NA	intron (ENSGALG00000034187, intron 1 of 9)	protein_coding-intron (ENSGALG00000034187, intron 1 of 9)	1606	ENSGALG00000034187	ENSGALG00000034187	ENSGALT00000067946			SEPT8			protein_coding
ATAC_R1.mLb.clN_peak_43923	4	37227390	37228033	+	97	NA	Intergenic	Intergenic	-2133	ENSGALG00000041662	ENSGALG00000041662	ENSGALT00000085974			OPN4-1			protein_coding
ATAC_R1.mLb.clN_peak_53607	6	15505619	15505981	+	97	NA	Intergenic	Intergenic	89818	ENSGALG00000051505	ENSGALG00000051505	ENSGALT00000093238			ZNF503			protein_coding
ATAC_R1.mLb.clN_peak_4055	1	57410740	57411013	+	97	NA	intron (ENSGALG00000012877, intron 6 of 11)	protein_coding-intron (ENSGALG00000012877, intron 6 of 11)	-24455	ENSGALG00000012890	ENSGALG00000012890	ENSGALT00000091525			DGKI			protein_coding
ATAC_R1.mLb.clN_peak_16284	12	17922072	17922411	+	97	NA	Intergenic	Intergenic	-14301	ENSGALG00000052938	ENSGALG00000052938	ENSGALT00000105298						protein_coding
ATAC_R1.mLb.clN_peak_52163	5	51305442	51306023	+	97	NA	Intergenic	Intergenic	299862	ENSGALG00000011590	ENSGALG00000011590	ENSGALT00000018923			TMEM179			protein_coding
ATAC_R1.mLb.clN_peak_27438	2	102416749	102417202	+	97	NA	intron (ENSGALG00000014936, intron 7 of 10)	protein_coding-intron (ENSGALG00000014936, intron 7 of 10)	19086	ENSGALG00000014936	ENSGALG00000014936	ENSGALT00000024092			ESCO1			protein_coding
ATAC_R1.mLb.clN_peak_50086	5	28757308	28758027	+	97	NA	intron (ENSGALG00000009491, intron 7 of 10)	protein_coding-intron (ENSGALG00000009491, intron 7 of 9)	186794	ENSGALG00000009491	ENSGALG00000009491	ENSGALT00000108339			RAD51B			protein_coding
